Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,12,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,10,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,39,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,13,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,47,
11/08/2020,02/01/2020,11/07/2020,UT,Sepsis,Sepsis,A40-A41,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Sepsis,Sepsis,A40-A41,25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Sepsis,Sepsis,A40-A41,35-44,0,
11/08/2020,02/01/2020,11/07/2020,UT,Sepsis,Sepsis,A40-A41,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Sepsis,Sepsis,A40-A41,55-64,14,
11/08/2020,02/01/2020,11/07/2020,UT,Sepsis,Sepsis,A40-A41,65-74,17,
11/08/2020,02/01/2020,11/07/2020,UT,Sepsis,Sepsis,A40-A41,75-84,20,
11/08/2020,02/01/2020,11/07/2020,UT,Sepsis,Sepsis,A40-A41,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Sepsis,Sepsis,A40-A41,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Sepsis,Sepsis,A40-A41,All Ages,68,
11/08/2020,02/01/2020,11/07/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,34,
11/08/2020,02/01/2020,11/07/2020,UT,Diabetes,Diabetes,E10-E14,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Diabetes,Diabetes,E10-E14,25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Diabetes,Diabetes,E10-E14,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Diabetes,Diabetes,E10-E14,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Diabetes,Diabetes,E10-E14,55-64,16,
11/08/2020,02/01/2020,11/07/2020,UT,Diabetes,Diabetes,E10-E14,65-74,28,
11/08/2020,02/01/2020,11/07/2020,UT,Diabetes,Diabetes,E10-E14,75-84,23,
11/08/2020,02/01/2020,11/07/2020,UT,Diabetes,Diabetes,E10-E14,85+,18,
11/08/2020,02/01/2020,11/07/2020,UT,Diabetes,Diabetes,E10-E14,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Diabetes,Diabetes,E10-E14,All Ages,98,
11/08/2020,02/01/2020,11/07/2020,UT,Obesity,Obesity,E65-E68,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Obesity,Obesity,E65-E68,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Obesity,Obesity,E65-E68,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Obesity,Obesity,E65-E68,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Obesity,Obesity,E65-E68,55-64,13,
11/08/2020,02/01/2020,11/07/2020,UT,Obesity,Obesity,E65-E68,65-74,12,
11/08/2020,02/01/2020,11/07/2020,UT,Obesity,Obesity,E65-E68,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Obesity,Obesity,E65-E68,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Obesity,Obesity,E65-E68,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Obesity,Obesity,E65-E68,All Ages,48,
11/08/2020,02/01/2020,11/07/2020,UT,Alzheimer disease,Alzheimer disease,G30,0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Alzheimer disease,Alzheimer disease,G30,25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Alzheimer disease,Alzheimer disease,G30,35-44,0,
11/08/2020,02/01/2020,11/07/2020,UT,Alzheimer disease,Alzheimer disease,G30,45-54,0,
11/08/2020,02/01/2020,11/07/2020,UT,Alzheimer disease,Alzheimer disease,G30,55-64,0,
11/08/2020,02/01/2020,11/07/2020,UT,Alzheimer disease,Alzheimer disease,G30,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Alzheimer disease,Alzheimer disease,G30,75-84,10,
11/08/2020,02/01/2020,11/07/2020,UT,Alzheimer disease,Alzheimer disease,G30,85+,22,
11/08/2020,02/01/2020,11/07/2020,UT,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Alzheimer disease,Alzheimer disease,G30,All Ages,34,
11/08/2020,02/01/2020,11/07/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
11/08/2020,02/01/2020,11/07/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
11/08/2020,02/01/2020,11/07/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,35,
11/08/2020,02/01/2020,11/07/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,33,
11/08/2020,02/01/2020,11/07/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,79,
11/08/2020,02/01/2020,11/07/2020,UT,Renal failure,Renal failure,N17-N19,0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Renal failure,Renal failure,N17-N19,25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Renal failure,Renal failure,N17-N19,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Renal failure,Renal failure,N17-N19,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Renal failure,Renal failure,N17-N19,55-64,19,
11/08/2020,02/01/2020,11/07/2020,UT,Renal failure,Renal failure,N17-N19,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Renal failure,Renal failure,N17-N19,75-84,17,
11/08/2020,02/01/2020,11/07/2020,UT,Renal failure,Renal failure,N17-N19,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Renal failure,Renal failure,N17-N19,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Renal failure,Renal failure,N17-N19,All Ages,60,
11/08/2020,02/01/2020,11/07/2020,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,16,
11/08/2020,02/01/2020,11/07/2020,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,18,
11/08/2020,02/01/2020,11/07/2020,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,50,
11/08/2020,02/01/2020,11/07/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,12,
11/08/2020,02/01/2020,11/07/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,29,
11/08/2020,02/01/2020,11/07/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,58,
11/08/2020,02/01/2020,11/07/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,87,
11/08/2020,02/01/2020,11/07/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,111,
